job_id,resume_id,job_title,job_description,resume_category,resume_text,is_related
3904513236,57,global it infrastructure manager,"Together, we own our company, our future, and our shared success.

As an employee-owned company, our people are Black & Veatch. We put them at the center of everything we do and empower them to grow, explore new possibilities and use their diverse talents and perspectives to solve humanity's biggest challenges in an ever-evolving world. With over 100 years of innovation in sustainable infrastructure and our expertise in engineering, procurement, consulting and construction, together we are building a world of difference.

Company :  Black & Veatch Corporation

Req Id :  103287

Opportunity Type : Staff

Relocation eligible : Yes

Full time/Part time : Full-Time

Project Only Hire :  No

Visa Sponsorship Available: No

Why Black and Veatch 
Recognized by Glassdoor as a 2023 Top 100 place to work and winner of the Newsweek’s 2023 America’s Greatest Workplaces for Diversity, Black & Veatch allows you to lend your talent and perspective to humanity’s biggest challenges in a flexible enviro",civil engineer,"Education Details 
 B.E in Civil Engineering Civil Engineering Chennai, Tamil Nadu Anna University
QA/QC Civil Engineer 

QA/QC Civil Engineer
Skill Details 
Company Details 
company - Ray Engineering Limited
description - Mumbai, India.
Consultancy: Jacobs Engineering India Limits. (United States Company)
Client: Glaxo Smith Kline (GSK), Nashik, India.
Position: QA/QC Civil Engineer.

Project Summary:
Glaxo Smith Kline (GSK) is British multinational pharmaceutical Company in India. USD 150 million Building project of GSK.
The Project involving in Medicine Manufacturing plant, Effluent Treatment plant
(ETP), Effluent Drain line and storm water line.

Duties & Responsibilities:

â¢	All site inspection shall be carried out vise an official Inspection and Test Request
(ITR) submitted by the Contractor through the proper channels
â¢	Develop method statement for the activity including risk assessment and job safety
environmental analysis and Inspection Test Plan and",1
3887896956,57,full time - sales associate - building materials - day,"What You Will Do

All Lowe’s associates deliver quality customer service while maintaining a store that is clean, safe, and stocked with the products customers need. As a Customer Service Associate, this means:

 Being friendly and professional, welcoming customers to Lowe’s and helping with home improvement project needs.  Validating loading tickets and processing orders and deliveries accurately so customers receive merchandise as expected and in a timely manner.  Engaging in safe work practices and encouraging others to do the same. 

The Customer Service Associate is responsible for customers’ experience with Lowe’s. This associate plays a critical role in helping our customers select the right products, ensuring quotes are accurate, verifying correct price labels, and confirming that all customer needs are met. In addition, this associate delivers excellent customer service by listening to customers, using expertise to help customers, and loading merchandise for customers. This as",civil engineer,"Education Details 
 B.E in Civil Engineering Civil Engineering Chennai, Tamil Nadu Anna University
QA/QC Civil Engineer 

QA/QC Civil Engineer
Skill Details 
Company Details 
company - Ray Engineering Limited
description - Mumbai, India.
Consultancy: Jacobs Engineering India Limits. (United States Company)
Client: Glaxo Smith Kline (GSK), Nashik, India.
Position: QA/QC Civil Engineer.

Project Summary:
Glaxo Smith Kline (GSK) is British multinational pharmaceutical Company in India. USD 150 million Building project of GSK.
The Project involving in Medicine Manufacturing plant, Effluent Treatment plant
(ETP), Effluent Drain line and storm water line.

Duties & Responsibilities:

â¢	All site inspection shall be carried out vise an official Inspection and Test Request
(ITR) submitted by the Contractor through the proper channels
â¢	Develop method statement for the activity including risk assessment and job safety
environmental analysis and Inspection Test Plan and",1
3902742608,98,electrical controls technician,"Build Your Career as an Electrical Controls Technician in a Growing Company

At ProMach, we’re looking for people who want to shine. You’ll have opportunities to take your career in the direction you desire. You can be creative. Strategic. Persuasive. Influential. A mechanical marvel. A customer service authority. Meticulous. A closer. A futurist.

You’ll be challenged and rewarded. Make friends and have fun. Improve our customers’ packaging performance and efficiency every day. Help build the future of packaging automation. We’re proud of that and hope you will be too.

Do we have your attention? Keep reading.

We are looking for a talented Electrical Controls Technician to provide electrical and controls support for Fogg Filler Company products and services worldwide. Designs and documents new products and product line enhancements of an electrical nature. Works with manufacturing to determine the best manufacturing processes for existing and new products. Works with quality personne",electrical engineering,"Education Details 
July 2016 to May 2019 BE Electrical And Electronics Engineering Bhopal, Madhya Pradesh RGPV
July 2012 to May 2015 Diploma in Electrical Electrical Engineering Bhopal, Madhya Pradesh Rgpv university Bhopal
 Matric   GHS BHULI
Electrical Engineering 


Skill Details 
Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation- Exprience - Less than 1 year monthsCompany Details 
company - Enigma Business Advisor
description - Solar Energy 
1. Solar power plant Installation
2. Maintenance 

Transmission and Distribution Line 
1.  Installation",1
3902944011,98,senior automation engineer - power systems,"The Senior Automation / Power Systems Engineer will primarily be responsible for the conception, design, development, and implementation of electrical systems. The candidate should have extensive knowledge of electrical power systems, AC drive technology, Active Front End (AFE) systems, and some PLC programming experience. The candidate should also possess the ability to apply mathematical and engineering principles.
Detailed Description:Responsible for designing and developing electrical systems including: generator controls, switchboards, AC or DC drives, Active Front Ends (AFE), motor control systems, panel boards and other components required for a functioning system according to customer specification.Responsible for power system simulations, analysis, and engineering of complex power systems (both microgrid and large utility)Experience analyzing harmonics and corrective measures for complex power systemsExperience specifying, designing, and implementing Active Front End (AFE) sys",electrical engineering,"Education Details 
July 2016 to May 2019 BE Electrical And Electronics Engineering Bhopal, Madhya Pradesh RGPV
July 2012 to May 2015 Diploma in Electrical Electrical Engineering Bhopal, Madhya Pradesh Rgpv university Bhopal
 Matric   GHS BHULI
Electrical Engineering 


Skill Details 
Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation- Exprience - Less than 1 year monthsCompany Details 
company - Enigma Business Advisor
description - Solar Energy 
1. Solar power plant Installation
2. Maintenance 

Transmission and Distribution Line 
1.  Installation",1
3904383174,98,electrical maintenance technician,"Starting Pay: $27.11 - $33.81

Benefits & Perks

3,000 sign and stay bonus: $1500 at 6 months and $1500 at 1 year$250 Yearly Clothing/Boot AllowanceTool ReimbursementNight Shift Premium 6% 401K Company Match3 Medical Options3 Dental Options3 Vision OptionsParental Leave PolicyPet InsuranceAuto and Home DiscountsAccident InsuranceCritical Illness InsuranceHospital Indemnity Insurance13 Paid HolidaysAnniversary milestone bonusesUp to 80 hours of vacation available in first year

Principal Duties & Responsibilities

Use all types of hand tools to perform PM on machines, assist in minor maintenance duties, and perform general maintenance throughout the facilityAssist maintenance personnel in completing key tasks when required or as needed by safety actionsMust perform any and all other duties as assigned by supervisor

Qualifications

Graduate of a technical school and 1 year of experience, OR minimum of 3 years practical experience with various types of facility support equipment and prod",electrical engineering,"Education Details 
July 2016 to May 2019 BE Electrical And Electronics Engineering Bhopal, Madhya Pradesh RGPV
July 2012 to May 2015 Diploma in Electrical Electrical Engineering Bhopal, Madhya Pradesh Rgpv university Bhopal
 Matric   GHS BHULI
Electrical Engineering 


Skill Details 
Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation- Exprience - Less than 1 year monthsCompany Details 
company - Enigma Business Advisor
description - Solar Energy 
1. Solar power plant Installation
2. Maintenance 

Transmission and Distribution Line 
1.  Installation",1
3905303946,30,training and compliance instructor - first aid and safety,"Requisition Number: 171512

Job Description

Cintas is seeking a Training and Compliance Instructor - First Aid and Safety. Responsibilities include facilitating training courses and instruction on OSHA, First Aid, CPR, and other safety topics; selling and scheduling training; up-selling safety and first aid products to our training customers; and working with the service team to ensure customer satisfaction and OSHA compliance.

Skills/Qualifications

Required

Valid driver's licenseFamiliarity with safety products and requirementsHigh School Diploma/GED; Bachelor's Degree preferred

Preferred

Experience in training, teaching or facilitatingBusiness-to-Business, industrial and/or outside sales experience

Cintas offers comprehensive and competitive medical, dental and vision benefits, featuring employee health care premiums that are 30% lower than the national average for our industry. One of our medical plan options is even offered at zero cost to our partners.

Additionally, Our Em",advocate,"â¢ Hard working â¢ Quick learnerEducation Details 
June 2014 to May 2017 LLB LAW Mumbai, Maharashtra mumbai university
January 2014 B.Com Commerce Mumbai, Maharashtra Mumbai university
January 2011 HSC   Maharashtra board
January 2009 SSC   Maharashtra board
Advocate 


Skill Details 
Company Details 
company - The vidishtra
description - ",1
3904939900,30,customs compliance specialist,"Job Description

The Transportation Compliance Specialist reports directly to the Director of Transportation Compliance and is responsible for providing governance of all imports and exports for all of the Company's divisions administering cross-border moves of equipment, vehicles, specialty items, tools, electronics, waste, chemicals, etc. Assist all departments and divisions are following the approved standard operating procedures (SOPs), submitting the correct documentation, accurately and completely, to the customs broker and/or Customs Border Patrols.

This position does require the successful candidate to be on call and work overtime as required.

Why work for Clean Harbors?

 Health and Safety is our #1 priority and we live it 3-6-5!  Competitive wages  Comprehensive health benefits coverage after 30 days of full-time employment  Group 401K with company matching component  Generous paid time off, company paid training and tuition reimbursement  Positive and safe work environment",advocate,"â¢ Hard working â¢ Quick learnerEducation Details 
June 2014 to May 2017 LLB LAW Mumbai, Maharashtra mumbai university
January 2014 B.Com Commerce Mumbai, Maharashtra Mumbai university
January 2011 HSC   Maharashtra board
January 2009 SSC   Maharashtra board
Advocate 


Skill Details 
Company Details 
company - The vidishtra
description - ",1
3904963052,30,senior tax attorney,"Position Purpose

Shell USA is seeking a tax attorney candidate to join its US Tax Advisory Team based in Houston.  The US Tax Advisory Team focuses on tax planning in U.S. consolidated group, partnership, international, and business tax matters. The Senior Tax Attorney, US Advice will work directly with a business line or corporate area with the ability to work flexibly across the U.S. and international or business advice space depending on experience.

Accountabilities:

Responsible for tax advice in consolidated return planning, mergers & acquisitions, new business development or structuring projects for Shell’s dynamic business portfolio in the U.S.Accountability for analyzing and writing legal memos and written advice to tax and non-tax stakeholders on US federal income tax laws as applied to the Shell Group and its business lines Reporting to one of the U.S. Senior Tax Counsel Managers and work collaboratively with a dynamic team of tax attorneys and advisers to deliver high valu",advocate,"â¢ Hard working â¢ Quick learnerEducation Details 
June 2014 to May 2017 LLB LAW Mumbai, Maharashtra mumbai university
January 2014 B.Com Commerce Mumbai, Maharashtra Mumbai university
January 2011 HSC   Maharashtra board
January 2009 SSC   Maharashtra board
Advocate 


Skill Details 
Company Details 
company - The vidishtra
description - ",1
3902881393,105,python software engineer,"Summary: Our award-winning client is seeking a Python Software Engineer to join their team. The Software Engineer will join the firm's Core Technology Team as a key player in building and scaling the company’s central infrastructure, participating in greenfield projects as well as enhancing existing systems. As part of a small, focused team, the Software Engineer will report directly to the Co-CTOs and will collaborate closely with team members and end users, having an immediate firmwide impact and gaining exposure to all areas of the firm such as data, research, operations, and risk.
Responsibilities: Develop efficient, scalable data and research infrastructure.Implement robust workflows for processing structured and unstructured financial datasets.Contribute to an internal microservice-based infrastructure platform.Develop web-based tools for internal teams and users.
Required Qualifications: Strong Programming experience in Python (relational databases and SQL a plus).Must have desi",python developer,"Education Details 
June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms
June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre
Python Developer 


Skill Details 
Company Details 
company - Cybage Software Pvt. Ltd
description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.",1
3905362351,163,junior quality engineer,"We are on the lookout for a motivated Junior to Mid-Level QA Engineer with a passion for software quality and an eagerness to learn and grow within our dynamic team. This role provides the perfect opportunity to develop your skills in software testing, quality assurance processes, and collaborative problem-solving. The ideal candidate will have a foundational understanding of QA methodologies and a desire to contribute to the enhancement of software performance and reliability.
Responsibilities:Feature Testing: Test new features to ensure they function as expected, based on acceptance criteria outlined in Jira tickets. This includes creating and executing detailed test cases that cover all functional aspects of the feature.
Smoke Testing Post-Deployment: Conduct smoke tests on features once they are deployed to production to ensure overall system stability and that the new features integrate seamlessly without issues.
Bug and Production Issue Resolution: Test and verify bug fixes and a",testing,"â Willingness to accept the challenges. â Positive thinking. â Good learner. â Team Player. DECLARATION: I hereby declare that the above mentioned information is correct up to my knowledge and I bear the responsibility for the correctness of the above mentioned particulars. Date: / / Name: Dongare Mandakini Murlidhar Signature: Education Details 
June 2015 Electronics and Telecommunication Engineering  Kolhapur, Maharashtra Shivaji University
June 2012  Education  Secondary and Higher Secondary
 B.E. Electronics and Telecommunication  Jaywant College of Engineering and Management
Testing Engineer 

Electronics Engineer - Abacus Electronics Pvt Ltd
Skill Details 
Language - C, C++- Exprience - Less than 1 year months
Operating Systems- Windows 7-8/NT/XP- Exprience - Less than 1 year monthsCompany Details 
company - Abacus Electronics Pvt Ltd
description - Duties:
â Perform electronic system testing for acceptance, compliance, warranty and other types.
â Develop ",1
